match_id,match_seq_num,radiant_win,start_time,duration,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
7904214311,6650661504,False,1724063904,1933,7,22,81,5,184,"[7, 56, 44, 14, 9]","[54, 16, 39, 87, 89]"
7904212806,6650661508,False,1724063823,2059,7,22,54,6,152,"[106, 123, 69, 102, 7]","[31, 36, 120, 42, 14]"
7904223315,6650661648,True,1724064398,1468,7,22,81,6,153,"[106, 30, 34, 60, 44]","[109, 64, 39, 73, 108]"
7904215600,6650661573,True,1724063974,1942,7,22,52,4,145,"[7, 94, 68, 14, 84]","[97, 39, 38, 3, 67]"
7904214609,6650661565,True,1724063918,1951,7,22,63,3,182,"[39, 136, 41, 83, 20]","[93, 22, 135, 85, 86]"
7904225207,6650661853,True,1724064504,1378,7,22,23,6,184,"[85, 102, 30, 95, 11]","[62, 27, 98, 1, 61]"
7904220311,6650661731,True,1724064214,1617,7,22,41,5,191,"[44, 25, 30, 34, 96]","[8, 6, 101, 104, 26]"
7904218917,6650661733,True,1724064158,1772,0,22,34,5,236,"[21, 68, 6, 84, 88]","[70, 102, 96, 59, 119]"
7904217716,6650661836,False,1724064064,1795,7,22,34,6,152,"[73, 128, 54, 8, 22]","[53, 14, 40, 26, 32]"
7904214000,6650661761,True,1724063883,2009,7,22,71,5,153,"[106, 138, 7, 104, 44]","[120, 34, 15, 64, 35]"
7904223007,6650661961,True,1724064383,1561,7,22,63,4,272,"[32, 52, 36, 18, 102]","[44, 84, 129, 15, 91]"
7904221018,6650661935,True,1724064253,1652,7,22,34,2,271,"[27, 44, 25, 37, 129]","[22, 40, 12, 61, 54]"
7904218112,6650661953,True,1724064094,1807,7,22,21,5,185,"[64, 49, 105, 70, 108]","[44, 129, 74, 5, 14]"
7904216909,6650661879,False,1724064048,1877,7,22,73,6,184,"[21, 58, 86, 64, 70]","[74, 104, 44, 83, 39]"
7904215113,6650661967,True,1724063934,1974,7,22,71,8,273,"[41, 3, 83, 88, 60]","[44, 86, 106, 98, 18]"
7904215208,6650662247,True,1724063938,1982,7,22,33,4,181,"[8, 31, 40, 104, 13]","[98, 126, 110, 10, 123]"
7904214112,6650662222,False,1724063879,2036,7,22,73,5,152,"[85, 65, 6, 92, 126]","[62, 108, 35, 17, 26]"
7904228405,6650662342,True,1724064668,1287,7,22,24,3,183,"[31, 26, 7, 61, 48]","[11, 14, 12, 64, 80]"
7904219119,6650662365,False,1724064168,1809,7,3,44,4,227,"[50, 106, 7, 12, 104]","[53, 18, 31, 25, 43]"
7904217217,6650662458,True,1724064063,1874,7,22,71,5,153,"[15, 84, 76, 41, 64]","[20, 77, 26, 21, 11]"
7904220711,6650662605,False,1724064254,1730,7,22,33,4,181,"[48, 31, 49, 93, 71]","[42, 44, 105, 136, 87]"
7904217914,6650662670,True,1724064103,1862,7,22,73,3,151,"[25, 41, 5, 73, 86]","[40, 114, 21, 19, 9]"
7904231411,6650664535,True,1724064828,1270,7,22,41,5,193,"[110, 138, 61, 88, 50]","[53, 76, 42, 2, 32]"
7904228007,6650663192,True,1724064634,1352,7,3,31,7,227,"[93, 15, 16, 69, 96]","[101, 98, 49, 19, 42]"
7904225713,6650664871,True,1724064524,1596,7,22,62,6,181,"[26, 113, 51, 98, 46]","[84, 17, 63, 123, 2]"
7904225507,6650664392,False,1724064518,1562,7,22,42,4,151,"[9, 46, 100, 107, 94]","[27, 42, 30, 11, 21]"
7904225208,6650664225,True,1724064504,1578,7,22,81,7,152,"[70, 64, 88, 13, 104]","[110, 84, 4, 20, 63]"
7904223903,6650662888,True,1724064423,1563,7,22,51,5,202,"[54, 5, 56, 30, 108]","[52, 57, 26, 44, 71]"
7904222506,6650664626,False,1724064354,1703,7,22,65,6,182,"[106, 26, 91, 18, 2]","[120, 84, 11, 86, 20]"
7904222206,6650663865,True,1724064338,1712,7,22,73,4,153,"[119, 96, 57, 93, 106]","[52, 14, 25, 70, 9]"
7904222109,6650664937,True,1724064334,1775,7,22,72,6,185,"[106, 8, 129, 64, 123]","[50, 110, 23, 13, 25]"
7904222007,6650663637,True,1724064324,1705,0,22,42,7,227,"[25, 21, 102, 7, 40]","[41, 26, 9, 92, 135]"
7904221613,6650664042,False,1724064298,1748,7,22,71,8,223,"[84, 1, 39, 21, 68]","[27, 60, 43, 63, 10]"
7904221505,6650663178,False,1724064288,1670,7,22,41,4,152,"[39, 62, 1, 5, 96]","[102, 135, 94, 19, 27]"
7904221215,6650663560,True,1724064278,1686,7,22,62,9,227,"[102, 87, 56, 63, 60]","[7, 11, 42, 40, 36]"
7904220806,6650663840,True,1724064258,1774,7,22,51,7,184,"[70, 110, 64, 45, 83]","[56, 38, 11, 104, 72]"
7904220511,6650664977,True,1724064243,1896,0,4,21,2,183,"[14, 93, 19, 26, 8]","[3, 104, 16, 76, 75]"
7904220314,6650664142,False,1724064228,1703,0,22,61,7,273,"[64, 79, 129, 67, 82]","[101, 22, 21, 42, 102]"
7904220213,6650664930,False,1724064208,1640,7,22,81,5,271,"[120, 18, 92, 21, 2]","[106, 94, 123, 47, 114]"
7904219913,6650663945,True,1724064198,1808,7,22,64,8,153,"[92, 14, 40, 56, 13]","[63, 5, 135, 80, 3]"
7904219908,6650662849,False,1724064208,1795,7,22,74,4,181,"[60, 70, 11, 21, 121]","[104, 112, 86, 25, 42]"
7904219810,6650664873,True,1724064198,1906,7,22,21,2,152,"[56, 28, 80, 99, 35]","[49, 5, 23, 8, 39]"
7904219615,6650664474,False,1724064173,1909,7,3,71,5,227,"[74, 36, 37, 1, 16]","[75, 20, 25, 19, 137]"
7904219507,6650663272,True,1724064169,1845,7,22,33,5,274,"[63, 101, 92, 26, 70]","[111, 11, 104, 128, 49]"
7904219201,6650662759,False,1724064173,1807,7,22,22,3,191,"[99, 71, 74, 50, 1]","[98, 85, 123, 106, 6]"
7904219013,6650663627,False,1724064144,1882,7,22,71,7,182,"[106, 26, 1, 110, 136]","[31, 129, 54, 41, 20]"
7904218515,6650663815,True,1724064134,1876,7,22,31,3,152,"[28, 44, 86, 20, 6]","[89, 39, 74, 8, 19]"
7904218312,6650663818,False,1724064124,1932,7,22,41,4,185,"[105, 6, 46, 81, 86]","[14, 30, 44, 2, 35]"
7904218207,6650664452,False,1724064113,1986,7,22,43,9,184,"[9, 105, 30, 49, 6]","[37, 93, 47, 110, 11]"
7904218101,6650662900,False,1724064113,1893,7,22,43,4,181,"[137, 11, 110, 30, 88]","[111, 64, 98, 14, 59]"
7904217916,6650662731,False,1724064104,1876,7,22,23,2,153,"[39, 77, 75, 53, 41]","[58, 136, 36, 22, 35]"
7904217410,6650664230,False,1724064074,2017,7,22,25,6,227,"[14, 94, 87, 71, 44]","[114, 108, 102, 86, 25]"
7904217201,6650664189,True,1724064064,1926,7,22,52,2,151,"[35, 76, 88, 47, 5]","[86, 98, 87, 94, 44]"
7904217103,6650663215,True,1724064044,1963,7,22,35,4,151,"[108, 5, 40, 21, 35]","[121, 1, 57, 87, 11]"
7904216908,6650664211,True,1724064048,2025,7,22,44,4,231,"[75, 16, 8, 21, 71]","[36, 100, 26, 138, 18]"
7904216901,6650664754,False,1724064043,1965,7,22,21,2,182,"[105, 35, 40, 11, 44]","[60, 1, 88, 111, 27]"
7904216404,6650662918,False,1724064018,1976,7,22,44,4,172,"[96, 93, 9, 47, 102]","[71, 20, 63, 70, 75]"
7904224609,6650665129,True,1724064468,1675,7,22,44,6,184,"[2, 47, 136, 40, 11]","[5, 14, 54, 16, 63]"
7904221617,6650665161,False,1724064303,1865,0,4,61,8,227,"[104, 87, 35, 7, 8]","[49, 42, 27, 48, 18]"
7904218405,6650665155,True,1724064123,2005,7,22,25,3,181,"[91, 8, 128, 126, 42]","[16, 71, 63, 22, 62]"
7904217502,6650665174,False,1724064059,1997,7,22,41,5,227,"[86, 52, 1, 85, 137]","[99, 49, 84, 101, 25]"
7904231519,6650665349,True,1724064833,1306,7,22,55,7,236,"[21, 81, 40, 36, 37]","[41, 4, 50, 104, 119]"
7904227604,6650665192,True,1724064624,1448,7,22,81,5,271,"[34, 11, 106, 14, 136]","[57, 137, 86, 22, 10]"
7904223313,6650665313,False,1724064394,1748,7,22,64,7,182,"[102, 46, 70, 37, 73]","[21, 11, 86, 97, 57]"
7904222500,6650665249,False,1724064353,1779,7,22,62,7,152,"[44, 108, 39, 128, 11]","[85, 76, 104, 37, 109]"
7904233219,6650665492,True,1724064928,1212,7,22,74,7,185,"[25, 19, 49, 123, 22]","[104, 59, 99, 70, 34]"
7904221516,6650665441,True,1724064299,1892,0,22,43,3,182,"[51, 42, 74, 50, 1]","[32, 111, 104, 119, 107]"
7904218309,6650665390,False,1724064123,2064,7,22,51,6,187,"[84, 1, 27, 15, 74]","[128, 44, 104, 7, 101]"
7904218304,6650665522,False,1724064123,2056,0,22,31,2,191,"[37, 126, 33, 114, 15]","[99, 44, 68, 40, 35]"
7904217106,6650665448,False,1724064058,2090,7,22,42,3,273,"[104, 84, 41, 30, 80]","[9, 93, 29, 14, 11]"
7904225100,6650665600,True,1724064493,1700,0,4,41,6,236,"[99, 36, 53, 32, 95]","[83, 10, 39, 60, 17]"
7904222811,6650665653,False,1724064368,1784,0,22,43,3,185,"[7, 128, 30, 42, 10]","[2, 105, 91, 1, 119]"
7904218117,6650665700,True,1724064104,2065,7,22,41,6,185,"[44, 19, 30, 45, 36]","[39, 74, 85, 1, 84]"
7904227009,6650665810,True,1724064594,1579,7,22,41,2,152,"[86, 104, 72, 34, 113]","[137, 44, 33, 135, 93]"
7904226919,6650665856,True,1724064583,1630,0,4,22,2,185,"[71, 14, 48, 26, 68]","[34, 81, 62, 54, 10]"
7904221218,6650665817,False,1724064283,1904,7,22,42,2,151,"[26, 41, 13, 84, 37]","[76, 48, 30, 119, 98]"
7904220315,6650665721,False,1724064228,1935,0,22,42,2,187,"[31, 42, 105, 39, 44]","[88, 35, 128, 22, 40]"
7904219912,6650665848,False,1724064208,1826,7,22,43,3,151,"[87, 93, 52, 2, 53]","[96, 43, 77, 22, 42]"
7904226000,6650666231,True,1724064544,1579,7,22,24,4,273,"[99, 86, 43, 26, 93]","[44, 114, 83, 84, 102]"
7904224318,6650666245,True,1724064453,1729,7,22,71,9,223,"[102, 93, 35, 104, 25]","[15, 57, 7, 49, 64]"
7904236403,6650656009,True,1724065089,456,7,22,14,4,271,"[84, 74, 85, 35, 22]","[29, 111, 7, 94, 61]"
7904224200,6650666381,True,1724064443,1785,7,22,81,7,152,"[68, 102, 23, 21, 44]","[16, 88, 35, 15, 126]"
7904218514,6650666356,False,1724064129,2094,7,22,81,3,153,"[109, 21, 57, 137, 26]","[19, 49, 22, 86, 2]"
7904228413,6650666526,False,1724064653,1532,7,22,13,4,182,"[53, 47, 14, 98, 44]","[88, 11, 68, 61, 64]"
7904223904,6650666557,False,1724064424,1760,0,4,33,2,184,"[1, 96, 45, 14, 50]","[7, 63, 85, 30, 35]"
7904223604,6650666603,True,1724064412,1844,7,22,35,6,185,"[36, 20, 27, 32, 104]","[92, 74, 14, 108, 94]"
7904221004,6650666543,True,1724064263,1930,7,22,73,8,184,"[55, 26, 68, 106, 15]","[20, 53, 23, 137, 1]"
7904219711,6650666627,True,1724064194,2038,7,22,34,3,185,"[26, 43, 48, 7, 39]","[70, 27, 58, 2, 59]"
7904218918,6650666584,False,1724064158,2092,7,22,42,5,182,"[40, 13, 114, 111, 26]","[1, 35, 96, 30, 68]"
7904229209,6650666791,True,1724064713,1544,7,22,35,2,182,"[30, 120, 52, 42, 67]","[123, 16, 27, 70, 126]"
7904222103,6650666751,False,1724064333,1930,0,22,55,4,151,"[28, 81, 119, 86, 39]","[88, 8, 15, 35, 121]"
7904221010,6650666770,True,1724064268,1954,7,22,62,4,274,"[42, 92, 58, 25, 123]","[68, 35, 98, 17, 48]"
7904219715,6650666771,False,1724064198,2001,7,22,61,4,186,"[67, 101, 34, 44, 40]","[57, 26, 85, 113, 94]"
7904218705,6650666769,False,1724064123,2075,7,22,74,7,183,"[136, 48, 28, 123, 13]","[43, 14, 21, 20, 69]"
7904235808,6650666965,True,1724065058,1185,7,22,75,8,153,"[11, 102, 20, 84, 73]","[2, 86, 25, 17, 121]"
7904228615,6650666884,False,1724064673,1567,7,22,54,4,181,"[137, 36, 8, 26, 92]","[70, 91, 19, 90, 86]"
7904223417,6650666856,True,1724064393,1758,7,22,34,2,153,"[85, 62, 34, 98, 41]","[38, 91, 42, 105, 94]"
7904219915,6650666950,True,1724064209,2046,7,22,23,3,153,"[106, 1, 26, 39, 14]","[36, 87, 47, 7, 6]"
7904225013,6650667040,True,1724064464,1770,7,22,51,5,184,"[104, 109, 110, 37, 11]","[72, 2, 22, 20, 50]"
7904220110,6650666999,False,1724064218,2053,7,22,63,5,152,"[94, 74, 44, 5, 56]","[95, 57, 18, 16, 86]"
7904228201,6650667153,True,1724064658,1643,0,4,23,2,184,"[105, 51, 47, 35, 25]","[114, 71, 99, 84, 89]"
7904220418,6650667222,True,1724064238,2028,7,22,32,3,185,"[137, 60, 7, 53, 44]","[19, 30, 105, 48, 71]"
7904238502,6650666409,True,1724065198,987,7,22,61,4,183,"[62, 26, 92, 46, 39]","[112, 101, 37, 44, 25]"
7904232104,6650667383,False,1724064869,1414,7,22,81,9,151,"[1, 106, 75, 43, 119]","[92, 28, 21, 63, 102]"
7904225004,6650667386,True,1724064488,1791,7,22,65,5,185,"[123, 70, 21, 2, 51]","[11, 60, 128, 8, 18]"
7904223211,6650667364,True,1724064393,1872,7,22,43,3,151,"[126, 114, 112, 7, 36]","[5, 39, 67, 16, 27]"
7904220908,6650667412,False,1724064254,1908,7,22,35,4,152,"[11, 83, 84, 40, 1]","[74, 42, 37, 15, 90]"
7904219709,6650667309,False,1724064183,2087,7,22,53,5,191,"[51, 98, 104, 15, 111]","[2, 34, 86, 50, 46]"
7904237601,6650667564,True,1724065148,1053,7,22,51,4,271,"[45, 71, 40, 95, 23]","[98, 123, 20, 86, 32]"
